,hawkish,neutral,dovish
수출/NNG;투자/NNG;증가/NNG,0,1,0
기대/NNG;상존/NNG;상승/NNG,0,1,0
투자/NNG;고용/NNG;확대/NNG,0,1,1
지수/NNG;하락/NNG;둔화/NNG,0,1,0
절상/NNG;경제/NNG;성장/NNG,0,1,0
일시적/VAX;약화/NNG,0,1,1
내수/NNG;촉진/NNG,0,1,0
투자/NNG;충격/NNG,0,1,0
계심/NNG,0,1,0
우려/NNG;국채/NNG;금리/NNG;하락/NNG,0,0,1
절대/MAG;금리/NNG;부담/NNG;높/VA,0,0,1
우려/NNG;fed/NNG;양적완화/NNG,0,0,1
부진/NNG;신용위험/NNG,0,0,1
지성/NNG,0,0,2
평인/NNG,0,0,1
미/NNG;국채시장/NNG;강세/NNG,0,0,1
가격/NNG;부담/NNG;경계/NNG,0,0,1
국고채/NNG;입찰/NNG;수급/NNG;부담/NNG,0,0,1
금리/NNG;인상/NNG;가능성/NNG;경고/NNG,0,0,1
경기/NNG;침체/NNG;종료/NNG,1,0,1
전미경제조사국/NNG,0,0,1
하락/NNG;채권시장/NNG;금리/NNG;하락/NNG,0,0,1
하락/NNG;경기/NNG;모멘텀/NNG;둔화/NNG,0,0,1
외국인/NNG;채권/NNG;수요/NNG;증가/NNG,0,0,1
호조/NNG;fed/NNG;양적완화/NNG,0,0,1
채권/NNG;원화/NNG;강세/NNG,0,0,1
ism/NNG;제조업/NNG;지수/NNG;약세/NNG,0,0,1
설비/NNG;투자/NNG;지표/NNG;개선/NNG,0,0,1
통화정책/NNG;원화/NNG;강세/NNG,0,0,1
경기/NNG;변동성/NNG;확대/NNG,0,0,1
투자/NNG;지표/NNG;호조/NNG,0,0,1
물가/NNG;인상/NNG;압력/NNG,0,0,2
인상/NNG;압력/NNG;완화/NNG,0,0,2
고용/NNG;소비/NNG;부진/NNG,0,0,1
소비/NNG;지출/NNG;높/VA,0,0,1
수익성/NNG;제한/NNG,0,0,1
하락/NNG;하회/NNG,0,0,2
지출/NNG;양호/NNG,0,0,1
미/NNG;완화/NNG,2,0,1
상술/NNG,12,0,5
질도/NNG,1,0,1
내구재/NNG;수주/NNG;호조/NNG,0,0,1
경제/NNG;지표/NNG;발표/NNG;불확실성/NNG,0,0,1
정리/NNG;금리/NNG;하락/NNG,0,0,1
금리/NNG;방향/NNG;하락/NNG,1,0,1
구조/NNG;금리/NNG;상승/NNG,0,0,1
수출/NNG;호조/NNG;양호/NNG,0,0,1
금리/NNG;하락/NNG;늘/VV,0,0,1
부채/NNG;경계/NNG,0,0,1
기왕에/MAG,0,0,1
고용시장/NNG;우려/NNG,1,0,0
봤으나/VV,1,1,0
미/NNG;소비자/NNG;물가/NNG;상승/NNG,1,0,0
지수/NNG;예상/NNG;밑돌/VV,1,0,0
신용스프레드/NNG;정체/NNG,1,0,0
필라델피아제조업지수/NNG;상승/NNG,1,0,0
둔화/NNG;원화/NNG;약세/NNG,0,1,0
산업활동/NNG;둔화/NNG,0,1,0
엠파이어스테이트/NNG;제조업/NNG;지수/NNG;하락/NNG,0,1,0
외국인/NNG;국채선물/NNG;매도/NNG;부담/NNG,0,1,0
불확실성/NNG;수급/NNG;호조/NNG,2,1,6
통안채/NNG;수익률/NNG;하락/NNG,4,0,0
단기물/NNG;시장/NNG;강세/NNG,1,0,0
지수/NNG;예상밖/NNG;하락/NNG,1,1,0
금리/NNG;하락/NNG;견조/NNG,1,0,0
월물간/NNG,23,3,9
윤현/NNG,43,13,19
경기/NNG;변동성/NNG;축소/NNG,1,0,1
하락/NNG;국채/NNG;수익률/NNG;상승/NNG,1,0,0
금리/NNG;절대/MAG;금리/NNG;부담/NNG,1,0,0
산업/NNG;생산/NNG;예상/NNG;상회/NNG,3,0,1
채권시장/NNG;증시/NNG;상승/NNG,1,0,0
안물/NNG,1,0,0
고용/NNG;개선/NNG;금리/NNG;인상/NNG,0,1,0
개선/NNG;금리/NNG;인상/NNG;경계/NNG,0,1,0
금리/NNG;인상/NNG;경계/NNG;상승/NNG,0,1,0
후퇴/NNG;금리/NNG;인상/NNG,0,1,0
금리/NNG;매력/NNG;줄/VV,0,1,0
하락/NNG;파급효과/NNG,0,1,0
대범/NNG,0,5,0
응기/NNG,0,4,0
보물/NNG,0,1,0
출발선/NNG,0,1,0
뒤서/VV,0,1,0
멈/NNG,1,1,0
방아쇠/NNG,0,1,0
야금야금/MAG,1,1,0
수요/NNG;경기/NNG;회복/NNG,0,1,0
수출/NNG;수입/NNG;증가/NNG,0,3,0
채권/NNG;금리/NNG;완만/NNG;하락/NNG,0,0,1
강하/VA;인상/NNG,1,0,1
채권/NNG;금리/NNG;하락/NNG;가능성/NNG;높/VA,0,0,1
수주/NNG;예상/NNG;하회/NNG,0,0,2
호조/NNG;완화/NNG,0,0,1
ism/NNG;서비스업/NNG;지수/NNG;예상/NNG;하회/NNG,0,0,2
민간/NNG;고용/NNG;증가/NNG;예상/NNG;상회/NNG,0,0,2
물가/NNG;상승률/NNG;오르/VV;금리/NNG;인상/NNG,0,0,1
전망/NNG;금리/NNG;인상/NNG;가능성/NNG;높/VA,0,0,1
소비자/NNG;물가/NNG;상승률/NNG;오르/VV,0,0,1
금리/NNG;인상/NNG;경기/NNG;개선/NNG,0,0,1
금리/NNG;인상/NNG;경계/NNG;약세/NNG,0,0,1
가계/NNG;부채/NNG;줄/VV,0,0,1
신용스프레드/NNG;떨어/VV,0,0,1
중단기물/NNG;약세/NNG,0,0,1
고용/NNG;활성화/NNG,0,0,1
상승률/NNG;감소/NNG,0,0,1
이자/NNG;상승/NNG,0,0,1
차축/NNG,0,0,1
소선/NNG,0,0,1
물가/NNG;상승/NNG;압력/NNG;경계/NNG,0,0,1
대외/NNG;금리갭/NNG;확대/NNG,0,0,1
고용/NNG;지표/NNG;부담/NNG,0,0,1
체감/NNG;경기/NNG;호전/NNG,0,0,1
하락/NNG;소비/NNG;위축/NNG,0,0,1
과도/NNG;상승/NNG;되돌/VV,0,0,1
금리/NNG;정책/NNG;많/VA,0,0,1
자산/NNG;가격/NNG;높/VA,0,0,1
경기/NNG;전망/NNG;좋/VA,0,0,1
위축/NNG;부정적/VAX,0,0,1
적정/NNG;위험/NNG,0,0,1
임금/NNG;떨어/VV,0,0,1
높/VA;거품/NNG,0,0,1
회복/NNG;많/VA,0,0,2
위협/NNG;없/VA,0,1,1
아우성치/VV,0,0,1
가로등/NNG,0,0,1
심야/NNG,0,0,1
용열/NNG,0,0,1
열전/NNG,0,0,1
용설/NNG,0,0,1
빠르기/NNG,0,0,1
구입자금/NNG,0,0,1
밑변/NNG,0,0,1
거친다/VV,0,0,1
얹/VV,0,0,1
음지/NNG,0,0,1
동의어/NNG,0,0,1
급했/VA,0,0,1
나절/NNG,0,0,1
오산/NNG,0,0,1
눈먼/VV,0,0,1
무지한/NNG,0,0,1
성우/NNG,0,0,2
주택/NNG;판매/NNG;예상밖/NNG;증가/NNG,0,0,2
우려/NNG;cd/NNG;금리/NNG;상승/NNG,0,1,1
금리/NNG;인상/NNG;기대/NNG;강하/VA,0,1,0
대외/NNG;요인/NNG;상승/NNG,0,1,0
위기관리대책회의/NNG,0,1,0
인플레이션/NNG;전망/NNG;하락/NNG,0,0,1
장기물/NNG;시장/NNG;강세/NNG,0,0,1
국채/NNG;매수/NNG;주춤/NNG,0,0,1
하락/NNG;위험/NNG;증가/NNG,0,0,1
경제/NNG;불확실성/NNG;많/VA,0,0,1
가근/NNG,41,11,13
경제/NNG;이중침체/NNG;가능성/NNG;낮/VA,0,0,1
금리/NNG;급등/NNG;일시적/VAX,0,0,1
장기물/NNG;입찰/NNG;호조/NNG,2,1,1
기술적/VAX;부담/NNG,2,2,1
금리/NNG;급등/NNG;채권/NNG;금리/NNG;상승/NNG,0,1,0
금리/NNG;상승/NNG;가능성/NNG;높/VV,1,1,0
기대/NNG;인플레이션/NNG;강화/NNG,0,1,0
경기/NNG;둔화/NNG;우려/NNG;채권시장/NNG;강세/NNG,0,1,0
주택시장/NNG;부진/NNG;우려/NNG,0,1,0
민간/NNG;경제/NNG;회복/NNG,0,1,0
소득/NNG;증가/NNG;둔화/NNG,0,1,0
투자/NNG;소비/NNG;개선/NNG,0,1,0
국내총소득/NNG;증가/NNG,0,1,0
gni/NNG;증가/NNG,0,1,0
gdi/NNG;증가/NNG,0,1,0
최저/NNG;하향/NNG,0,1,0
판매가격/NNG;늘/VV,0,1,0
피용자보수/NNG,0,11,0
gdi/NNG,0,11,0
채권시장/NNG;외국인/NNG;영향/NNG;확대/NNG,1,0,0
국채선물시장/NNG;계약/NNG;넘/VV,1,0,0
채권/NNG;매수/NNG;주춤/NNG,1,0,0
비워둔/VV,1,0,0
날장/NNG,1,0,0
다라/NNG,1,0,0
채권시장/NNG;강세/NNG;제한적/VAX,2,0,0
통안채/NNG;스프레드/NNG;확대/NNG,1,0,0
통안채/NNG;축소/NNG,1,0,0
금리/NNG;단기/NNG;충격/NNG,1,0,0
학대/NNG,1,0,0
원자재/NNG;가격/NNG;상승/NNG;공공요금/NNG;인상/NNG,3,0,1
금리/NNG;인상/NNG;우려/NNG;경기/NNG;둔화/NNG,7,0,0
fed/NNG;경기/NNG;둔화/NNG;우려/NNG,2,0,0
경제/NNG;v자형/NNG;회복/NNG,1,0,1
상단/NNG;막/VV;하락/NNG,2,0,0
v자형/NNG,1,0,1
수주/NNG;예상/NNG;상회/NNG,2,0,0
서비스업/NNG;pmi/NNG;예상/NNG;하회/NNG,1,0,0
인플레이션/NNG;우려/NNG;확산/NNG,1,1,1
서비스업/NNG;지수/NNG;호조/NNG,1,0,0
하락/NNG;수익률/NNG;하락/NNG,1,0,0
지표/NNG;호조/NNG;경계/NNG,1,0,0
유동성/NNG;우호적/VAX,1,0,0
가격/NNG;강하/VA,5,0,0
국채/NNG;수익률/NNG;경제/NNG;지표/NNG;부진/NNG,1,0,0
주택/NNG;판매/NNG;예상/NNG;하회/NNG,1,0,0
우려/NNG;좋/VA,1,0,0
주택매매지수/NNG,2,0,0
국채선물/NNG;가격/NNG;하락/NNG;압력/NNG,1,0,0
금리/NNG;밀리/VV,1,0,2
채권/NNG;금리/NNG;하락/NNG;영향/NNG;강세/NNG,1,0,0
외국인/NNG;국채선물/NNG;매수/NNG;약화/NNG,1,0,1
선진국/NNG;경기/NNG;둔화/NNG;우려/NNG,1,0,0
금리/NNG;강하/VA;하락/NNG;압력/NNG,1,0,0
하락/NNG;영향/NNG;약세/NNG,3,2,1
경기/NNG;견조/NNG;성장/NNG,1,0,0
단기/NNG;강세/NNG;모멘텀/NNG,1,0,0
베이지북/NNG;경기/NNG;둔화/NNG,1,0,0
왝더독/NNG,2,0,0
끌려가/VV,4,0,1
단기/NNG;국채/NNG;발행/NNG;성공/NNG,1,0,0
국고채/NNG;스프레드/NNG;상승/NNG,2,0,0
수지/NNG;호조/NNG,1,0,0
신규/NNG;주택/NNG;판매/NNG;호조/NNG,3,0,2
외국인/NNG;매수/NNG;부담/NNG,1,0,0
주택/NNG;지표/NNG;좋/VA,1,0,0
변동성/NNG;그치/VV,1,0,0
외국인/NNG;순매수/NNG;확대/NNG;상승/NNG,1,0,0
안정/NNG;국채/NNG;금리/NNG;상승/NNG,1,0,0
신규/NNG;주택/NNG;판매/NNG;부진/NNG,2,0,0
채권/NNG;금리/NNG;제한적/VAX,1,0,0
꽉/MAG,1,0,2
채권펀드/NNG;자금/NNG;유입/NNG;둔화/NNG,2,0,1
지수/NNG;하락/NNG;예상/NNG;하회/NNG,1,0,0
기업/NNG;순이익/NNG;증가/NNG,1,0,0
가격/NNG;단기/NNG;급등/NNG,1,0,0
스트레스테스트/NNG;불확실성/NNG,2,0,0
저점/NNG;인식/NNG;강하/VA,1,0,0
저점/NNG;지지/NNG,1,0,0
경기/NNG;둔화/NNG;우려/NNG;금리/NNG;인상/NNG,2,1,0
대외/NNG;요인/NNG;불안/NNG,1,0,0
금리/NNG;인상/NNG;글로벌/NNG;경기/NNG;둔화/NNG,1,0,0
신용등급/NNG;하향/NNG;가능성/NNG;경고/NNG,1,0,0
금리/NNG;상승/NNG;환율/NNG;하락/NNG,1,0,0
판매/NNG;증가/NNG;예상/NNG;상회/NNG,1,0,0
채권펀드/NNG;설정액/NNG;감소/NNG,1,0,0
cds/NNG;프리미엄/NNG;상회/NNG,1,0,0
채권투자/NNG;매력/NNG;감소/NNG,1,0,0
소극적/VAX;금리/NNG;인상/NNG,1,0,0
내수/NNG;경기/NNG;모멘텀/NNG,2,0,0
외국인/NNG;원화/NNG;절상/NNG,1,0,0
채권/NNG;수익률/NNG;바닥/NNG,1,0,0
금리/NNG;상승/NNG;피해/NNG,1,0,1
단기/NNG;수급/NNG;개선/NNG,1,0,1
자금/NNG;운용/NNG;증가/NNG,1,0,0
금리/NNG;아직/MAG;상승/NNG,1,0,0
우려/NNG;아직/MAG;해소/NNG,1,0,0
하락/NNG;기대/NNG;크/VV,1,0,0
인상/NNG;악영향/NNG,1,0,0
예상/NNG;확산/NNG,1,1,1
자금/NNG;축소/NNG,2,0,1
취약/NNG;않/VX,1,0,0
수출주/NNG,3,1,0
섹터구성/NNG,1,0,0
시총상위/NNG,2,0,0
메운/VV,1,0,0
학통/NNG,1,0,0
기투/NNG,1,0,0
자문형랩/NNG,1,0,0
국채비/NNG,1,0,0
국채선물/NNG;가격/NNG;이평선/NNG;하회/NNG,0,1,2
irs/NNG;스프레드/NNG;확대/NNG,0,2,0
대내외/NNG;금리/NNG;인상/NNG,0,1,0
예상/NNG;수급/NNG;부담/NNG,0,1,0
높/VA;수급/NNG;부담/NNG,0,1,0
글로벌/NNG;유동성/NNG;공급/NNG;확대/NNG,0,1,0
물가채/NNG;활성화/NNG,0,1,0
외환시장/NNG;원달러/NNG;하락/NNG,0,0,1
채권투자/NNG;비중/NNG;감소/NNG,0,0,1
악화/NNG;가능성/NNG;낮/VA,0,0,1
하향/NNG;돌파/NNG;실패/NNG,0,1,1
조성물/NNG,0,1,0
경기/NNG;상승/NNG;gdp/NNG;갭/NNG;플러스/NNG,0,0,1
주택담보대출/NNG;대출/NNG;금리/NNG;하락/NNG,0,1,3
장단기/NNG;시장/NNG;금리/NNG;하락/NNG,0,1,2
소비/NNG;투자/NNG;내수/NNG;증가/NNG,0,0,1
경기/NNG;회복/NNG;수요/NNG;압력/NNG,0,1,2
수요/NNG;압력/NNG;점차/MAG;증대/NNG,0,1,2
경기/NNG;회복/NNG;강하/VA,0,0,1
위기/NNG;벗어나/VV;못하/VX,0,0,1
소홀히/MAG,0,0,1
금리/NNG;인상/NNG;은행/NNG;지준율/NNG;인상/NNG,0,0,1
세계/NNG;경제/NNG;성장률/NNG;전망/NNG;상향/NNG,0,0,1
경기/NNG;회복/NNG;시장/NNG;금리/NNG;상승/NNG,0,3,1
불확실성/NNG;높/VA;안전자산/NNG;선호/NNG,0,0,1
세계/NNG;경제/NNG;이중침체/NNG;빠지/VV,0,0,1
물가/NNG;부동산/NNG;가격/NNG;안정/NNG,0,0,1
장기물/NNG;투자/NNG;비중/NNG;확대/NNG,1,0,1
완화/NNG;시장/NNG;금리/NNG;상승/NNG,0,0,1
금리/NNG;인상/NNG;불구/NNG;강세/NNG,1,0,1
이중침체/NNG;빠지/VV;가능성/NNG;낮/VA,0,0,1
채권/NNG;신용스프레드/NNG;확대/NNG,0,0,1
신용등급/NNG;하향/NNG;부정적/VAX,1,0,1
채권펀드/NNG;수탁고/NNG;증가/NNG,1,0,1
ecb/NNG;금융시장/NNG;안정/NNG,0,0,1
금융위기/NNG;이전/NNG;회복/NNG,0,0,1
당분간/MAG;금융/NNG;완화/NNG,3,2,7
가격/NNG;경쟁력/NNG;개선/NNG,0,0,1
유로존/NNG;금리/NNG;급등/NNG,0,0,1
개선/NNG;경제/NNG;긍정적/VAX,0,0,1
자금/NNG;쏠림/NNG;완화/NNG,0,0,1
자금/NNG;유입/NNG;급증/NNG,1,2,1
rp/NNG;금리/NNG;인상/NNG,0,0,1
신규/NNG;대출/NNG;중단/NNG,0,0,1
부채/NNG;경제/NNG;부담/NNG,1,0,1
가격/NNG;오름/NNG;제한/NNG,0,1,2
붕괴/NNG;경기/NNG;침체/NNG,0,0,1
정책/NNG;공조/NNG;강화/NNG,0,0,1
채권/NNG;매입/NNG;증가/NNG,0,0,1
하락/NNG;소비/NNG;증가/NNG,0,0,1
성장/NNG;경제/NNG;둔화/NNG,0,0,1
금리/NNG;인상/NNG;확산/NNG,0,0,1
자산/NNG;가격/NNG;불안/NNG,0,0,1
기대/NNG;원화/NNG;절상/NNG,0,0,1
저점/NNG;인식/NNG;높/VA,0,0,1
재정/NNG;적자/NNG;높/VA,1,0,1
위험/NNG;인식/NNG;높/VA,0,0,1
주택담보대출/NNG;중단/NNG,0,0,1
자금이동/NNG;강화/NNG,1,0,1
진입장벽/NNG;완화/NNG,1,2,1
유동성/NNG;급증/NNG,0,0,2
불안/NNG;부작용/NNG,0,0,1
주택/NNG;상향/NNG,0,0,1
자금/NNG;급증/NNG,1,0,1
수요/NNG;팽창/NNG,0,0,1
수지/NNG;안정/NNG,0,0,3
완화/NNG;안정/NNG,0,0,2
경제/NNG;빠지/VV,0,0,1
금융규제안/NNG,0,15,17
선불금/NNG,0,0,1
거래법/NNG,0,1,1
거래규제/NNG,0,0,1
고소/NNG,0,0,3
을기금/NNG,0,0,1
유찰/NNG,5,0,11
형주/NNG,2,0,2
등가/NNG,0,0,1
안정성장협약/NNG,0,0,1
통화제도/NNG,0,0,1
원방/NNG,0,0,1
유호/NNG,0,0,1
다원/NNG,0,0,1
네모/NNG,10,14,15
물주/NNG,0,0,1
유인제/NNG,1,2,1
매분/NNG,1,2,1
회사채/NNG;부담/NNG,1,0,0
발행/NNG;고금리/NNG,1,0,0
안전자산/NNG;선호/NNG;견인/NNG,1,0,0
경제/NNG;불황/NNG;빠지/VV,1,0,0
통화/NNG;우려/NNG,1,0,0
헤르체고비나/NNG,1,0,0
잔재/NNG,1,0,0
배도/NNG,1,0,0
역내교역비중/NNG,1,0,0
실질실효환율지수/NNG,2,0,0
가져올지/VV,1,0,0
유럽통화기금/NNG,1,0,0
각출/NNG,1,0,0
장래/NNG;물가/NNG;상승/NNG;압력/NNG,0,0,1
경기/NNG;회복/NNG;예상/NNG;지연/NNG,0,0,1
아직/MAG;저금리/NNG;부작용/NNG,0,0,1
경제주체/NNG;위험/NNG;선호/NNG,0,0,1
성장/NNG;상하방/NNG;위험/NNG,0,0,1
부채/NNG;문제/NNG;성장/NNG,1,0,2
금리/NNG;인상/NNG;무산/NNG,0,0,1
지연/NNG;기대/NNG;확산/NNG,0,0,1
경제/NNG;활동/NNG;강화/NNG,0,0,1
은행/NNG;대출/NNG;위축/NNG,0,0,1
가계/NNG;지출/NNG;안정/NNG,0,0,1
소폭/MAG;증가/NNG;그치/VV,1,0,2
경제/NNG;여건/NNG;낮/VA,0,0,1
의장국/NNG,3,0,2
단국/NNG,0,0,3
폐/NNG,0,0,1
봉/NNG,0,0,1
흠/NNG,0,0,1
금융자금/NNG,0,0,1
준공후미분양/NNG,0,0,1
의안/NNG,0,0,2
겸한/VV,1,0,1
제스처/NNG,1,0,1
기업/NNG;실적/NNG;개선/NNG;경기/NNG;회복/NNG,1,0,0
통안채/NNG;국고채/NNG;스프레드/NNG;축소/NNG,2,0,0
공업/NNG;제품/NNG;물가/NNG;상승/NNG,1,0,0
설비/NNG;투자/NNG;경기/NNG;회복/NNG,1,1,0
기대/NNG;지수/NNG;소폭/MAG;하락/NNG,1,0,0
국고채/NNG;수익률/NNG;고점/NNG,2,1,1
부정적/VAX;전망/NNG;확산/NNG,1,0,0
부동산/NNG;거품/NNG;우려/NNG,1,0,0
장기물/NNG;매수/NNG;부담/NNG,1,0,0
소비/NNG;지표/NNG;긍정적/VAX,1,0,0
전망/NNG;시장/NNG;부담/NNG,1,0,0
체감/NNG;경기/NNG;상승/NNG,1,0,0
안전자산/NNG;수요/NNG;늘/VV,1,0,0
cd/NNG;금리/NNG;급락/NNG,2,0,0
주문/NNG;지수/NNG;개선/NNG,1,1,0
소득/NNG;수지/NNG;흑자/NNG,1,0,0
수지/NNG;흑자/NNG;축소/NNG,1,0,0
유동성/NNG;증가/NNG;꺾/VV,1,0,0
회복/NNG;아직/MAG;더디/VA,1,0,0
거품/NNG;우려/NNG;높/VA,1,0,0
하락/NNG;기대/NNG;높/VA,1,0,0
자금이동/NNG;제한/NNG,1,0,1
주택가격/NNG;오르/VV,3,0,0
주택/NNG;확대/NNG,1,1,0
매물대/NNG,4,0,0
중수익/NNG,2,3,1
볼린저밴드/NNG,2,2,0
거래량이동평균/NNG,2,3,1
소행/NNG,1,0,0
신용스프레드/NNG;영향/NNG;제한적/VAX,1,0,0
외국인/NNG;채권/NNG;보유/NNG;증가/NNG,1,0,0
외국인/NNG;채권/NNG;보유/NNG;감소/NNG,1,0,0
외국인/NNG;듀레이션/NNG;확대/NNG,1,0,0
채권/NNG;듀레이션/NNG;확대/NNG,1,0,0
디폴트/NNG;가능성/NNG;낮/VA,1,0,0
수입/NNG;증가/NNG;확대/NNG,1,0,0
개선/NNG;환율/NNG;안정/NNG,1,0,0
국채/NNG;활성화/NNG,1,0,0
건전성/NNG;저해/NNG,2,0,0
앞둬/VV,1,0,0
부추긴다/VV,1,0,0
부실/NNG;금융시스템/NNG;위험/NNG,0,1,0
금융시장/NNG;시스템/NNG;위험/NNG,0,1,0
국제/NNG;금융시장/NNG;위축/NNG,0,1,0
기초자산/NNG;가격/NNG;하락/NNG,0,1,0
금융시장/NNG;안정성/NNG;높/VV,0,1,0
금융시장/NNG;성장/NNG,0,1,0
강하/VA;비판/NNG,1,1,0
청산결제/NNG,0,1,1
임세/NNG,0,1,0
고금리정책/NNG,1,1,0
잠재운/VV,0,1,0
형금/NNG,0,1,0
금리/NNG;이평선/NNG;상향/NNG,0,0,2
종합금융회사/NNG,2,0,1
실적/NNG;개선/NNG;신용등급/NNG;상향/NNG,0,1,0
유동성/NNG;스프레드/NNG;축소/NNG,0,1,0
회사채/NNG;발행시장/NNG;회복/NNG,0,1,0
풍부/NNG;유동성/NNG;채권시장/NNG;강세/NNG,1,1,0
국고채/NNG;스프레드/NNG;소폭/MAG;축소/NNG,0,1,0
국고채/NNG;금리/NNG;이평선/NNG;하향/NNG,0,2,1
풍부/NNG;유동성/NNG;바탕/NNG;강세/NNG,1,1,1
원자재/NNG;가격/NNG;상승/NNG;제한/NNG,0,1,0
부진/NNG;금리/NNG;인상/NNG;지연/NNG,0,1,0
경기/NNG;동행/NNG;지수/NNG;상승/NNG,1,1,0
경기/NNG;모멘텀/NNG;강하/VA;않/VX,0,1,0
신용스프레드/NNG;내외/NNG;축소/NNG,0,1,0
글로벌/NNG;출구전략/NNG;지연/NNG,0,1,0
유동성/NNG;안전자산/NNG;선호/NNG,0,1,1
둔화/NNG;채권시장/NNG;우호적/VAX,0,2,1
채권시장/NNG;수급/NNG;부담/NNG,1,2,2
채권형/NNG;수탁고/NNG;증가/NNG,0,1,1
국고채/NNG;수급/NNG;우호적/VAX,0,1,0
crb/NNG;지수/NNG;상승/NNG,2,1,1
하향/NNG;돌파/NNG;성공/NNG,0,1,0
경기/NNG;침체/NNG;개선/NNG,0,1,0
수지/NNG;수출/NNG;감소/NNG,0,1,0
소비/NNG;경기/NNG;부진/NNG,0,2,0
회복/NNG;무역/NNG;흑자/NNG,1,3,1
자금/NNG;양호/NNG,0,1,0
생산/NNG;호전/NNG,0,1,0
동도/NNG,1,3,0
응창/NNG,0,1,0
서업/NNG,0,1,0
경기/NNG;모멘텀/NNG;둔화/NNG;금리/NNG;인상/NNG,0,0,1
경기/NNG;모멘텀/NNG;둔화/NNG;우호적/VAX,0,0,1
국고채/NNG;금리/NNG;마이너스/NNG,0,0,1
국고채/NNG;수익률/NNG;상회/NNG,0,0,1
당분간/MAG;시장/NNG;금리/NNG;상승/NNG;제한/NNG,1,0,0
금리/NNG;투자/NNG;매력/NNG;낮/VA,1,0,0
채권시장/NNG;강세/NNG;부담/NNG,1,0,0
기대/NNG;단기물/NNG;강세/NNG,1,0,0
마이너스/NNG;최대/NNG,1,0,1
대사/NNG,1,0,0
채권시장/NNG;자금/NNG;유입/NNG;증가/NNG,0,2,1
우려/NNG;성장/NNG;경로/NNG;불확실성/NNG,3,1,2
소비자/NNG;물가/NNG;오름/NNG;확대/NNG,3,0,1
부동산/NNG;가격/NNG;오름/NNG;제한/NNG,1,0,1
국고채/NNG;수익률/NNG;하향/NNG,0,0,1
지연/NNG;기대/NNG;강세/NNG,0,0,1
호전/NNG;조짐/NNG,0,0,1
통안채/NNG;국고채/NNG;스프레드/NNG;확대/NNG,1,1,0
부동산/NNG;가격/NNG;오름/NNG;둔화/NNG,2,1,3
하향/NNG;돌파/NNG;금리/NNG;하락/NNG,1,0,1
금리/NNG;하락/NNG;부담/NNG;높/VA,1,0,0
채권시장/NNG;수급/NNG;호전/NNG,1,0,0
호전/NNG;회복/NNG,2,1,3
특수채/NNG;신용스프레드/NNG;축소/NNG,1,1,1
높/VA;금리/NNG;매력/NNG;높/VA,1,0,0
신용/NNG;불안/NNG;우려/NNG,2,2,2
캐피털사/NNG,1,0,1
한국물/NNG;cds/NNG;프리미엄/NNG;하락/NNG,0,1,0
대내외/NNG;여건/NNG;채권시장/NNG;강세/NNG,0,1,0
지준율/NNG;인상/NNG;재할인율/NNG;인상/NNG,0,1,0
fed/NNG;재할인율/NNG;인상/NNG,0,1,1
둔화/NNG;채권시장/NNG;강세/NNG,0,1,0
서비스업/NNG;생산/NNG;개선/NNG,0,1,0
우려/NNG;지준율/NNG;인상/NNG,2,1,0
유로존/NNG;경제/NNG;위축/NNG,0,1,0
낮/VA;채권시장/NNG;강세/NNG,1,1,0
건설/NNG;기성/NNG;증가/NNG,0,1,0
지표/NNG;악화/NNG;상승/NNG,0,1,0
지수/NNG;상승/NNG;그치/VV,0,1,0
하락/NNG;가능성/NNG;높/VV,0,1,0
경기/NNG;강하/VA;회복/NNG,0,1,0
다다름/VV,0,3,0
신차효과/NNG,2,1,0
신종플루/NNG,5,7,4
최악/NNG;경기/NNG;침체/NNG,0,0,1
회복/NNG;강도/NNG;강하/VA,0,0,1
선물지수/NNG,0,0,2
파산설/NNG,0,0,2
프로그램매도/NNG,4,0,1
야간선물시장/NNG,0,0,7
약정가/NNG,0,0,1
하락/NNG;반전/NNG;가능성/NNG;높/VA,0,0,1
국고채/NNG;강세/NNG;제한/NNG,0,0,2
금리/NNG;고점/NNG;낮/VA,0,0,1
채권시장/NNG;고점/NNG,0,0,1
장기물/NNG;안정/NNG,1,0,2
출구전략/NNG;미루/VV,1,0,0
올지/VV,3,0,0
글로벌/NNG;경기/NNG;위축/NNG;우려/NNG,1,0,0
우려/NNG;글로벌/NNG;경기/NNG;둔화/NNG,1,0,0
유로존/NNG;국가/NNG;확산/NNG,1,0,0
우려/NNG;재정/NNG;적자/NNG,1,0,0
둔화/NNG;우려/NNG;높/VA,1,0,0
신용위기/NNG;우려/NNG,1,0,2
우려/NNG;긴축/NNG,1,0,0
부양/NNG;축소/NNG,1,0,0
입혔으며/VV,1,0,0
수요/NNG;시장/NNG;금리/NNG;상승/NNG,0,0,1
글로벌/NNG;주식시장/NNG;불안/NNG,0,0,1
높/VA;금융시장/NNG;안정/NNG,0,0,1
변동성지수/NNG;급등/NNG,0,0,1
혼자/MAG,2,1,1
발행/NNG;증가/NNG;발행/NNG;증가/NNG,1,0,0
은행/NNG;재무구조/NNG;개선/NNG,1,0,0
건전성/NNG;규제/NNG;강화/NNG,1,0,0
금융채/NNG;발행/NNG;증가/NNG,1,0,0
위험/NNG;계수/NNG;낮/VA,1,0,0
취업후학자금상환제/NNG,1,0,0
