,hawkish,neutral,dovish
수출장려금/NNG,0,0,1
生命/NNG,0,0,1
孝道/NNG,0,0,1
失敗/NNG,0,0,1
뒤집어씌우/VV,0,1,3
주택담보대출/NNG;수요/NNG;늘/VV,6,1,6
인하/NNG;명분/NNG;약하/VA,1,0,1
지표/NNG;견조/NNG;성장/NNG,2,0,2
경기/NNG;회복/NNG;기대/NNG;경기/NNG;둔화/NNG,0,0,2
통안채/NNG;국고채/NNG;금리/NNG;하락/NNG,2,0,1
뫄/VV,0,0,1
眞價/NNG,1,0,1
재정/NNG;적자/NNG;재정/NNG;적자/NNG,0,0,4
심병/NNG,5,0,4
자연통풍/NNG,0,1,1
개선/NNG;미/NNG;국채/NNG;금리/NNG;상승/NNG,0,0,1
절상/NNG;압력/NNG;줄/VV,6,1,4
필라델피아제조업지수/NNG;하락/NNG,0,0,4
둔화/NNG;우려/NNG;쉽/VA,1,0,3
주택/NNG;착공/NNG;늘/VV,5,1,2
금리/NNG;위축/NNG,1,0,3
반민/NNG,1,1,2
우긴다/VV,0,0,2
덧씌우/VV,0,0,2
밑자락/NNG,0,0,1
투자/NNG;비중/NNG;증가/NNG,5,4,6
채권/NNG;금리/NNG;하락/NNG;금리/NNG;하락/NNG,0,0,2
재정/NNG;불안/NNG;우려/NNG,3,0,3
음울/NNG,2,0,2
다거/NNG,1,2,2
금리/NNG;최저/NNG;상승/NNG,0,0,1
엎지르/VV,0,0,1
침상/NNG,4,0,2
뒤뚱거리/VV,1,0,4
哭/NNG,0,0,1
사색당파/NNG,0,0,1
봄풀/NNG,0,0,1
수익/NNG;전망/NNG;하향/NNG,2,1,7
떨/MAG,2,0,3
처내/VV,0,0,3
국채/NNG;매입/NNG;종료/NNG,11,3,6
글로벌/NNG;자산/NNG;가격/NNG;하락/NNG,1,0,4
전망/NNG;소폭/MAG;하회/NNG,3,0,9
금리/NNG;금융위기/NNG;낮/VA,0,0,1
언성/NNG,2,2,5
우호적/VAX;금리/NNG;상승/NNG,0,0,1
지정가주문/NNG,0,0,1
에리/VA,0,1,6
모멸감/NNG,0,0,2
견강부회/NNG,1,0,3
독화살/NNG,0,0,1
정기회/NNG,1,0,5
경비병/NNG,1,0,1
책임져줄/VV,0,0,1
하락/NNG;영향/NNG;받/VV;강세/NNG,0,0,2
增産/NNG,0,0,1
지표/NNG;악화/NNG;경기/NNG;둔화/NNG,0,0,2
성장/NNG;둔화/NNG;하방/NNG;위험/NNG,1,0,1
무역/NNG;적자/NNG;우려/NNG,3,0,2
건너간다/VV,2,0,4
사채놀이/NNG,1,1,1
證言/NNG,0,0,1
해외/NNG;수요/NNG;위축/NNG,3,3,5
경기/NNG;부진/NNG;우려/NNG;높/VA,1,0,1
금융시장/NNG;쉽/VA,0,0,6
골잡이/NNG,2,4,2
수과/NNG,0,0,2
경매물/NNG,2,0,12
가격/NNG;보합권/NNG;회복/NNG,3,2,7
급진파/NNG,0,0,1
둔화/NNG;채권/NNG;강세/NNG,0,0,1
공무원연금충당부채/NNG,0,0,2
수출/NNG;실적/NNG;악화/NNG,0,1,2
매탄/NNG,1,0,2
음악당/NNG,0,0,3
하천인/NNG,0,0,1
자금/NNG;지원/NNG;금리/NNG;인하/NNG,1,0,2
재정위기/NNG;악화/NNG,24,7,19
유로존/NNG;경제/NNG;지표/NNG;호전/NNG,1,0,2
오풍/NNG,0,0,1
비포장도로/NNG,0,1,2
금리/NNG;인상/NNG;우려/NNG;낮/VA,1,0,3
뒬/NNG,0,1,1
양호/NNG;견고/NNG,0,0,1
국고채/NNG;위험/NNG,0,0,3
녹여서/VV,0,0,4
금리/NNG;오르/VV;시작/NNG;금리/NNG;인상/NNG,3,0,1
낮/VA;수익성/NNG;높/VA,0,1,3
절상/NNG;무역/NNG;적자/NNG,3,0,3
약화/NNG;긍정적/VAX,2,0,2
수출/NNG;호조/NNG;증가/NNG,0,1,3
금융위기/NNG;마이너스성장/NNG,3,0,2
수입/NNG;많이/MAG;줄/VV,0,0,1
자금/NNG;조달/NNG;불확실성/NNG,0,0,5
구조/NNG;충격/NNG,1,0,1
재정/NNG;긴축/NNG;경기/NNG;회복/NNG,0,0,2
발행/NNG;수요/NNG;증가/NNG,4,0,4
미/NNG;신규/NNG;주택/NNG;판매가격/NNG;증가/NNG,0,0,1
니나/NNG,0,1,3
빈슨/NNG,2,0,3
돌아왔으며/VV,1,0,1
경기/NNG;침체/NNG;우려/NNG;높/VA,9,0,8
신흥국/NNG;국가부도위험/NNG,0,2,2
원화/NNG;감소/NNG,0,0,2
불안/NNG;벗어나/VV;못하/VX,2,0,3
해외/NNG;자산/NNG;증가/NNG,0,0,1
금리/NNG;대출/NNG;높/VA,3,1,3
장방/NNG,0,0,2
부양/NNG;강화/NNG,0,0,3
주관자/NNG,0,0,1
환풍기/NNG,2,0,2
금리/NNG;인상/NNG;관측/NNG;강세/NNG,0,1,1
지표/NNG;금리/NNG;급등/NNG,7,3,6
속승/NNG,0,0,1
섀시/NNG,1,0,2
해우/NNG,1,0,2
뿌리내린/VV,2,0,3
어우려져/VV,1,0,3
트위스트/NNG,40,24,33
일그러짐/NNG,0,0,1
경기/NNG;전망/NNG;지수/NNG;하락/NNG,1,0,2
하락/NNG;반전/NNG;성공/NNG,7,0,7
낭종/NNG,0,0,1
발라드/NNG,1,1,4
헤펐/VA,0,0,1
주택가격/NNG;지수/NNG;하락/NNG,8,0,7
미배정/NNG,0,0,1
볼레/NNG,0,0,4
낮/VA;성장/NNG;낮/VA,1,1,2
란장/NNG,1,4,4
카노사/NNG,0,0,1
고단위/NNG,16,2,18
하락/NNG;성장률/NNG;하락/NNG,0,1,1
가계/NNG;저축률/NNG;급락/NNG,2,1,2
익힐/VV,0,1,3
내격/NNG,0,0,1
국채/NNG;가격/NNG;경제/NNG;지표/NNG;약화/NNG,7,0,6
해와/VV,1,1,1
소운/NNG,0,0,2
선행/NNG;지수/NNG;고점/NNG;하락/NNG,0,0,1
채권자산/NNG;증가/NNG,1,0,1
최저/NNG;부진/NNG,0,0,1
대부업/NNG;대출/NNG;금리/NNG;낮/VV,1,1,2
회복/NNG;신뢰/NNG;강화/NNG,0,0,2
튀기/NNG,1,1,2
법유/NNG,0,0,1
교피/NNG,1,0,2
가계/NNG;대출/NNG;증가/NNG;그치/VV,0,0,1
대부업/NNG;대출/NNG;늘/VV,2,0,3
경기/NNG;진폭/NNG;확대/NNG,2,6,1
국채비/NNG,1,0,2
하후상박/NNG,0,0,4
당개/NNG,0,0,1
혁안/NNG,0,0,1
기관부/NNG,0,0,2
무거우/VA,1,0,4
필설/NNG,0,0,2
광환/NNG,0,0,1
동급생/NNG,0,0,3
부진/NNG;경제/NNG;둔화/NNG;우려/NNG,0,3,1
육성지/NNG,0,0,4
바뀐다는데/VV,0,0,1
외국인/NNG;주식/NNG;순매수/NNG;환율/NNG;하락/NNG,1,5,3
꼬치구이/NNG,0,0,1
솨/MAG,0,0,1
악녀/NNG,0,0,1
느껴요/VV,1,0,2
재정정책/NNG;재정/NNG;적자/NNG,0,0,1
바닥/NNG;경기/NNG;회복/NNG,1,1,2
주가연계상품/NNG,8,5,18
맞혀야/VV,2,0,1
고득점/NNG,1,1,3
하락/NNG;전세가격/NNG;오르/VV,0,1,1
실적/NNG;호조/NNG;최대/NNG,0,1,3
금리/NNG;인하/NNG;가능성/NNG;불투명/NNG,1,3,2
사회보장/NNG;지출/NNG;확대/NNG,0,0,1
재정/NNG;높/VA,1,1,2
재집/NNG,2,1,2
전망/NNG;글로벌/NNG;경기/NNG;둔화/NNG,0,1,4
금리갭/NNG;소폭/MAG;축소/NNG,0,2,1
利器/NNG,0,0,1
살풍경/NNG,0,0,1
펀트/NNG,5,1,11
박진감/NNG,1,0,3
살핀다고/VV,0,0,1
뒤적이/VV,0,0,1
수익/NNG;부담/NNG,1,1,3
디플레이션/NNG;가능성/NNG;높/VA,1,0,5
금융안정/NNG;물가/NNG;안정/NNG,3,2,6
단기/NNG;통화정책/NNG;불확실성/NNG,0,0,1
적자/NNG;축소/NNG;긍정적/VAX,2,1,1
文明/NNG,0,0,1
육아원/NNG,0,0,5
下厚上薄/NNG,1,0,1
영업이익/NNG;순이익/NNG;늘/VV,1,1,7
남복/NNG,3,0,2
시상대/NNG,1,0,1
동상해/NNG,1,0,0
和龍/NNG,1,0,1
휘장/NNG,3,0,1
지망생/NNG,1,2,2
조오/VV,1,0,0
진선미/NNG,1,0,3
강제경매/NNG,1,1,1
제축/NNG,1,1,0
네거티브리스트/NNG,1,0,0
세구/NNG,4,2,15
fed/NNG;금리/NNG;전망/NNG;상향/NNG,1,1,3
退行/NNG,1,0,0
인티파다/NNG,2,0,0
포장도로/NNG,1,0,0
옷가지/NNG,2,1,1
사이렌/NNG,10,2,10
방공호/NNG,2,0,0
운반업/NNG,4,1,0
공조직/NNG,2,0,0
인돌/NNG,1,0,0
비긴/NNG,1,0,0
경승/NNG,1,0,0
우외/NNG,1,0,0
점착/NNG,1,0,1
경제/NNG;지표/NNG;금리/NNG;하락/NNG,2,0,1
지표/NNG;금리/NNG;하락/NNG;압력/NNG,1,0,0
대손충당금/NNG;적립/NNG;상향/NNG,10,2,5
건전성/NNG;부실/NNG,2,0,0
간교/NNG,3,0,2
지표/NNG;호전/NNG;금리/NNG;상승/NNG,1,1,1
우호적/VAX;수급/NNG;강세/NNG,2,1,1
이익/NNG;악영향/NNG,5,0,4
강운/NNG,2,2,2
출원인/NNG,2,0,0
부진/NNG;고용/NNG;회복/NNG,1,0,0
내려야지/VV,1,0,2
재형/NNG,41,4,42
단기물/NNG;약세/NNG;장기물/NNG;강세/NNG,8,1,1
금리/NNG;부담/NNG;만만/NNG;않/VX,2,2,1
신라관/NNG,0,1,0
부러/MAG,2,1,2
환절기/NNG,4,2,4
앓아눕/VV,0,1,0
유동성/NNG;증가/NNG;자산/NNG;가격/NNG;상승/NNG,2,1,1
인하/NNG;가능성/NNG;지지/NNG,0,1,0
담긴다는/VV,0,2,2
설재/NNG,4,7,3
관민/NNG,0,2,0
회사채/NNG;발행시장/NNG;강세/NNG,0,2,0
플리트/NNG,1,1,2
물가/NNG;우호적/VAX,1,1,1
유전스/NNG,1,2,5
브론즈/NNG,0,1,0
위험/NNG;안전자산/NNG;선호/NNG;강화/NNG,2,1,0
대외/NNG;지정학/NNG;위험/NNG,8,5,1
숏커버/NNG;강세/NNG,0,1,0
엔원/NNG;낮/VA,0,1,5
물아/NNG,0,1,0
달물/NNG,1,4,1
경기/NNG;회복/NNG;불확실성/NNG;크/VV,2,3,1
금리/NNG;하락/NNG;더디/VA,0,1,2
채권투자/NNG;미루/VV,2,1,7
경제/NNG;가계/NNG;부채/NNG;증가/NNG,1,0,1
영업이익률/NNG;상회/NNG,1,0,3
인상/NNG;풀/VV,0,0,1
각분/NNG,0,0,3
달러원/NNG;하락/NNG;금리/NNG;상승/NNG,0,2,3
하락/NNG;플래트닝/NNG,0,0,1
가이젠/NNG,4,1,6
정업/NNG,0,1,1
美德/NNG,0,0,1
그렁/VA,0,0,1
상향/NNG;아니/VCN,0,0,1
대공연/NNG,0,0,1
위험/NNG;시스템/NNG;위험/NNG,3,0,4
춘화/NNG,0,1,2
邯鄲/NNG,0,0,2
불안기/NNG,3,1,9
둔화/NNG;없/VA,7,1,4
금리/NNG;단기/NNG;바닥/NNG,0,0,1
미/NNG;국채/NNG;금리/NNG;인플레이션/NNG;우려/NNG,2,0,2
금리/NNG;인플레이션/NNG;우려/NNG;완화/NNG,1,0,1
팔려나간다/VV,0,0,1
풍부/NNG;유동성/NNG;금리/NNG;하락/NNG,0,0,2
월광/NNG,3,0,0
택부지/NNG,1,0,0
증구/NNG,1,0,0
금리/NNG;바닥/NNG;인식/NNG;확산/NNG,1,1,1
금리/NNG;상승/NNG;요인/NNG;없/VA,1,0,3
유동성/NNG;공급/NNG;종료/NNG,3,1,1
둔화/NNG;예상/NNG;하락/NNG,1,1,1
산유가/NNG,1,1,0
숙련노동/NNG,4,1,1
우려/NNG;금리/NNG;급락/NNG,2,0,1
외화후순위채권/NNG,12,1,19
저점/NNG;부담/NNG,3,0,0
물돌/NNG,1,0,0
갔다온/VV,1,0,1
경제/NNG;대공황/NNG;최악/NNG,6,3,7
지표/NNG;비관/NNG,3,1,1
不安/NNG,1,0,0
全門/NNG,1,0,0
무익/NNG,1,2,1
잠금장치/NNG,1,1,3
고용/NNG;소비/NNG;선순환/NNG,2,1,1
외국인/NNG;국채선물/NNG;매수/NNG;금리/NNG;인하/NNG,1,1,2
우려/NNG;미/NNG;국채/NNG;금리/NNG;하락/NNG,2,0,0
삭막/NNG,1,1,1
커낼/NNG,1,1,0
손빨래/NNG,0,1,1
중단/NNG;가능성/NNG;상승/NNG,0,1,0
불안/NNG;글로벌/NNG;경기/NNG;둔화/NNG,0,2,2
제조업/NNG;pmi/NNG;상회/NNG,0,3,4
대응설/NNG,0,1,0
곁들여진/VV,0,1,0
높/VA;하향/NNG,0,1,6
가격/NNG;하락/NNG;경기/NNG;회복/NNG,0,2,1
시간격차/NNG,3,2,1
금리/NNG;하락/NNG;경기/NNG;부양/NNG,3,1,1
ecb/NNG;예금/NNG;금리/NNG;한계/NNG,13,2,11
낮/VA;금리/NNG;마이너스/NNG,0,2,0
풍부/NNG;금리/NNG;상승/NNG,3,1,2
국고지원금/NNG,2,1,1
爆沈/NNG,1,1,2
조력발전/NNG,1,1,2
歲費/NNG,0,1,0
빼앗길지/VV,0,1,0
산탄총/NNG,0,1,0
산강/NNG,0,2,0
침출수/NNG,14,9,3
쇠제비갈매기/NNG,0,1,0
실뭉치/NNG,0,1,0
프타/NNG,0,1,0
세곡/NNG,37,7,18
고객만족경영/NNG,7,5,7
사대문/NNG,0,2,2
지수/NNG;떨어/VV;최저/NNG,4,1,4
해외민간투자공사/NNG,0,1,0
동어/NNG,4,7,8
어폐/NNG,2,1,2
거시/NNG;취약/NNG,3,1,3
예상/NNG;꺾/VV,2,2,0
공공기관/NNG;부채/NNG;관리/NNG;강화/NNG,0,2,1
fed/NNG;양적완화/NNG;축소/NNG;불확실성/NNG,4,3,5
레귤레이션d/NNG,0,1,0
동행/NNG;지수/NNG;선행/NNG;지수/NNG;상승/NNG,0,2,1
나쁘/VA;필요/NNG;없/VA,3,1,0
스테인리스강/NNG,1,1,1
수요예측/NNG;발행/NNG;넘/VV,0,1,0
예상/NNG;부진/NNG;강세/NNG,0,1,0
후략/NNG,0,1,0
글로벌/NNG;경기/NNG;회복/NNG;수출/NNG;증가/NNG,0,3,0
물가/NNG;목표/NNG;벗어나/VV,0,2,3
물가/NNG;오름/NNG;크/VV,3,2,3
통화/NNG;강세/NNG;약세/NNG,1,1,0
루쿠/NNG,1,1,0
하락/NNG;우려/NNG;줄/VV,3,3,3
높/VA;원화/NNG;절상/NNG;압력/NNG,0,1,0
채권/NNG;가격/NNG;상승/NNG;강세/NNG,0,2,0
격양/NNG,1,1,0
내수/NNG;회복/NNG;견조/NNG,0,2,2
역할/VA,4,1,4
회복/NNG;속도/NNG;약화/NNG,0,2,0
회복/NNG;부진/NNG;우려/NNG,1,2,3
배수문/NNG,0,1,0
나눠라/VV,1,2,0
맹교육/NNG,0,1,0
나노입자/NNG,1,1,4
떳/VV,4,4,3
가격/NNG;하락/NNG;물가/NNG;안정/NNG,6,2,4
저하/NNG;부정적/VAX,0,3,0
주춤/NNG;강세/NNG,1,1,0
약제비/NNG,9,2,4
인하/NNG;부담/NNG;없/VA,0,1,0
光州/NNG,1,2,0
勞使/NNG,4,3,4
업무상배임죄/NNG,0,1,2
정책/NNG;거품/NNG,2,2,2
호프집/NNG,3,2,3
일기장/NNG,6,2,1
미/NNG;국채/NNG;수익률/NNG;저점/NNG,0,1,0
공상국/NNG,1,1,0
보세구역/NNG,0,4,6
종합보세구역/NNG,0,1,1
킬로미터/NNG,1,1,1
부동산/NNG;거래/NNG;부진/NNG,8,3,2
유엔기후정상회의/NNG,0,1,0
글로벌/NNG;금융시장/NNG;회복/NNG,3,1,2
인하/NNG;당위/NNG;높/VA,0,1,0
위험/NNG;거래/NNG;위축/NNG,0,2,1
금리/NNG;상하방/NNG;경직/NNG,0,3,1
상하방/NNG;경직/NNG;강화/NNG,0,2,1
회복/NNG;강도/NNG;약화/NNG,1,1,0
나섰으므로/VV,0,1,0
국고채/NNG;막/VV,0,1,0
척보/NNG,0,1,0
척이/NNG,0,1,0
뿜다/NNG,0,1,0
병드/VV,3,1,0
원인자부담금/NNG,0,1,0
함흥차사/NNG,0,1,1
환매특약/NNG,0,1,0
원달러/NNG;전망/NNG;상향/NNG,1,2,1
보험계약이전/NNG,0,1,0
하락/NNG;거래/NNG;마치/VV;오르/VV,0,1,0
pmi/NNG;예상/NNG;하회/NNG,1,1,2
하회/NNG;부담/NNG,2,1,0
살성/NNG,0,1,0
안쓰러울/VA,0,1,0
통화정책/NNG;재정정책/NNG;경기/NNG;부양/NNG,0,2,0
인플레이션/NNG;부담/NNG;낮/VA,1,2,0
이롱/NNG,0,1,0
약적/NNG,0,1,3
경기/NNG;진작/NNG;금리/NNG;인하/NNG,0,1,0
채권/NNG;가격/NNG;금리/NNG;인상/NNG,3,3,1
남겨줄/VV,1,1,1
bei/NNG;축소/NNG,2,3,4
차입/NNG;수요/NNG;감소/NNG,2,2,0
수구장/NNG,0,2,0
삼현/NNG,0,1,0
통서/NNG,1,1,0
탕평론/NNG,0,1,0
긁적긁적/MAG,0,1,0
심리/NNG;축소/NNG,2,3,0
개선/NNG;원화/NNG;절상/NNG,2,1,0
절상/NNG;압력/NNG;높/VV,11,4,5
광물성/NNG,0,2,0
자유형/NNG,27,9,14
신리/NNG,1,3,4
행복추구권/NNG,3,1,1
비흡연자/NNG,2,1,2
양금/NNG,2,2,0
충족/NNG;쉽/VA;않/VX,0,2,0
금리갭/NNG;하락/NNG,1,2,2
상용직근로자/NNG,3,1,1
호조/NNG;입찰/NNG;부진/NNG,0,3,1
대질/NNG,8,2,20
일일정/NNG,0,1,1
내려놔야/VV,1,1,1
화취/NNG,0,1,0
공기업/NNG;재무구조/NNG;개선/NNG,2,1,1
신흥국/NNG;투자/NNG;회피/NNG,0,1,0
주택/NNG;수요/NNG;회복/NNG,1,1,1
인플레이션/NNG;상승률/NNG;낮/VA,1,2,2
회복/NNG;무리/NNG,1,1,1
감자비/NNG,0,1,0
紛亂/NNG,0,1,0
번역자/NNG,0,1,2
印度/NNG,1,1,0
시중/NNG;금리/NNG;완만/NNG;상승/NNG,0,1,1
저탄소차협력금제도/NNG,0,1,0
우려/NNG;주가/NNG;발목/NNG;잡/VV,1,1,3
경기/NNG;방향/NNG;개선/NNG,0,1,0
유백/NNG,0,1,0
보글/MAG,3,1,0
부풀어올랐/VV,2,1,3
무서워졌/VA,0,1,0
프리모/NNG,0,1,0
시스템설계/NNG,0,2,0
눈썰매장/NNG,1,1,0
금리/NNG;시장/NNG;높/VA,0,1,0
장기물/NNG;투자/NNG;매력/NNG;높/VA,0,1,1
수요/NNG;성공/NNG,1,1,0
경기/NNG;침체/NNG;경기/NNG;회복/NNG,3,1,4
장기물/NNG;확산/NNG,1,2,0
우세승/NNG,0,2,2
주택/NNG;판매/NNG;약화/NNG,0,4,1
국채/NNG;가격/NNG;경기/NNG;둔화/NNG,0,1,0
유가/NNG;경제/NNG;둔화/NNG,4,1,2
기학/NNG,0,1,0
산업/NNG;생산/NNG;최저/NNG,4,0,7
추스릴/VV,0,1,4
신동력/NNG,2,0,3
거진/NNG,1,0,1
쇼루밍족/NNG,0,0,1
적신다/VV,0,0,1
당료/NNG,1,0,1
정구/NNG,6,0,5
세균성/NNG,0,0,4
유비저/NNG,0,0,1
鼻疽/NNG,0,0,1
주마간산/NNG,0,0,1
역한/NNG,0,0,1
역자/NNG,7,0,2
저물가/NNG;장기/NNG;디플레이션/NNG;우려/NNG,0,0,1
투자/NNG;증가율/NNG;낮/VA,6,0,6
경기/NNG;호전/NNG;금리/NNG;인상/NNG,3,0,1
둔화/NNG;고물가/NNG,2,3,1
되살아난다는/VV,2,1,2
ecb/NNG;시장/NNG;예상/NNG;깨/VV,6,1,5
예상/NNG;깨/VV;양적완화/NNG,5,6,5
심해져서/VA,0,0,1
누그러져서/VV,0,0,1
하향/NNG;경기/NNG;하방/NNG;위험/NNG,0,0,1
선제/NNG;조치/NNG;금리/NNG;인하/NNG,1,0,3
인하/NNG;금리/NNG;떨어/VV,0,0,3
채권시장/NNG;낙관/NNG,0,0,5
채권펀드/NNG;높/VA,5,2,11
고메스/NNG,1,0,2
역일/NNG,0,0,1
부덕/NNG,1,0,1
침체/NNG;악영향/NNG,6,0,3
국채/NNG;매수/NNG;위축/NNG,0,0,1
국채/NNG;수익률/NNG;끝/NNG,0,0,1
부인과/NNG,1,0,5
실업률/NNG;경기/NNG;침체/NNG,0,4,3
달러자산/NNG;수요/NNG;늘/VV,1,0,4
경기/NNG;회복/NNG;취약/NNG,13,0,4
선진국/NNG;채권시장/NNG;강세/NNG,0,0,1
안전통화의저주/NNG,0,0,1
슬러/VV,6,1,5
지수선물/NNG;상승/NNG,15,2,9
fed/NNG;테이퍼링/NNG;우려/NNG,6,9,14
증분/NNG,4,3,4
아직/MAG;경제/NNG;성장/NNG,1,2,3
경기/NNG;하방/NNG;위험/NNG;우세/NNG,0,1,0
살폈으나/VV,0,1,0
달러엔/NNG;환율/NNG;하락/NNG;상승/NNG,0,1,0
인수거부/NNG,0,1,2
반등/NNG;돌아/VV;어렵/VA,0,2,0
어함/NNG,0,1,0
遠征/NNG,1,1,2
적자/NNG;낮/VV,0,3,1
외국인/NNG;채권투자/NNG;증가/NNG,5,4,9
카민/NNG,1,1,0
골리/VV,1,12,1
비농업/NNG;고용자수/NNG;예상/NNG;웃돌/VV,0,2,1
도조/NNG,2,2,0
디레버리징/NNG;위험/NNG,0,1,0
불려와/VV,0,1,0
식언/NNG,0,1,1
층위/NNG,1,1,0
산업집적지/NNG,1,1,1
저축계/NNG,0,1,0
펀드결산/NNG,2,3,0
통할지/VV,1,3,4
헤아림/VV,0,2,2
수익성/NNG;회복/NNG;지연/NNG,0,1,0
갈라져서/VV,0,1,0
쳐준다/VV,4,3,1
인하/NNG;아니/VCN;인하/NNG,0,1,1
한다손/VV,0,2,0
트로이/NNG,1,2,0
하락/NNG;이익/NNG;감소/NNG,3,1,3
예상/NNG;경기/NNG;하방/NNG;위험/NNG,0,1,0
외환시장/NNG;달러엔/NNG;환율/NNG;상승/NNG,0,2,0
長期/NNG,2,1,1
조자/NNG,0,2,0
감가상각률/NNG,0,1,0
상회/NNG;경기/NNG;침체/NNG,0,2,1
금리/NNG;무역/NNG;적자/NNG,0,1,0
인하/NNG;지지/NNG,0,1,1
외국인/NNG;주식/NNG;순매도/NNG;환율/NNG;상승/NNG,1,1,2
투자/NNG;소비/NNG;감소/NNG,1,3,2
월부금/NNG,4,4,3
관업/NNG,3,1,2
대출/NNG;나쁘/VA,2,1,2
허대/NNG,2,1,0
물가/NNG;상승률/NNG;높/VA;지지/NNG,0,1,0
우크라이나사태/NNG;지정학/NNG;위험/NNG,3,6,4
저피/NNG,2,1,0
상승률/NNG;못하/VX,0,1,0
머의/NNG,0,2,0
떠먹여/VV,0,1,0
금리/NNG;높/VA;이자/NNG;부담/NNG,0,1,0
비전통가스/NNG,0,2,0
원량/NNG,0,1,1
제조업/NNG;수주/NNG;감소/NNG,2,1,0
백작/NNG,1,1,1
가판/NNG,11,7,31
가려진다/VV,3,2,1
쇄빙/NNG,3,2,7
금리/NNG;채권/NNG;금리/NNG;높/VA,1,1,0
이미/MAG;금리/NNG;고점/NNG,0,1,0
해금통/NNG,0,1,0
금리/NNG;fed/NNG;금리/NNG;인상/NNG;우려/NNG,0,1,0
악화/NNG;경기/NNG;회복/NNG,4,3,2
인하/NNG;대출/NNG;늘/VV,0,1,2
의무준수/NNG,1,2,3
원화/NNG;늘/VV,0,1,1
투자자금/NNG;유입/NNG;감소/NNG,2,3,1
정책/NNG;힘들/VA,0,1,0
다그친/VV,0,1,1
양허관세율/NNG,0,1,0
최소시장접근/NNG,1,2,3
장외발매소/NNG,0,2,1
부산포/NNG,1,1,0
허황되/VA,1,2,0
경기/NNG;물가/NNG;금리/NNG;인하/NNG,0,2,0
미달성/NNG,0,1,0
부실/NNG;많/VA,2,2,3
얼룩져/VV,0,1,1
발령일/NNG,1,1,0
인턴사원/NNG,6,8,3
금리/NNG;국고채/NNG;금리/NNG;떨어/VV,0,2,0
반환일시금/NNG,1,3,0
가계/NNG;부채/NNG;부실/NNG;가능성/NNG;낮/VA,0,2,0
도망갔/VV,1,1,0
국고채/NNG;지표/NNG;금리/NNG;떨어/VV,0,3,0
금리/NNG;높/VA;금리/NNG;높/VA,0,1,0
물가/NNG;상승률/NNG;농산물/NNG;가격/NNG;안정/NNG,2,1,3
쌀/VA,2,1,3
올려다보/VV,0,1,0
훨/MAG,2,2,2
마케팅조사/NNG,0,1,2
지표/NNG;경기/NNG;모멘텀/NNG,0,0,3
fed/NNG;경계/NNG;확대/NNG,0,0,1
ecb/NNG;예상밖/NNG;금리/NNG;인하/NNG,6,0,12
판매/NNG;실적/NNG;개선/NNG,3,1,5
부채/NNG;증가/NNG;속도/NNG;우려/NNG,0,0,1
금리/NNG;인상/NNG;앞당기/VV;우려/NNG,4,1,3
단기물/NNG;강세/NNG;중장기물/NNG;약세/NNG,0,1,2
fed/NNG;통화정책/NNG;우려/NNG,0,0,2
통화정책/NNG;우려/NNG;완화/NNG,0,1,3
해줄수록/VV,0,0,1
경기/NNG;회복/NNG;위험자산/NNG;선호/NNG,1,1,1
내빈/NNG,0,0,1
삼합/NNG,0,0,6
갖춰도/VV,1,0,2
구조적/VAX;물가/NNG;상승/NNG,2,0,2
재제조/NNG,0,6,6
빵점/NNG,0,0,2
飛翔/NNG,0,0,2
고마울/VA,3,0,4
기대/NNG;약세/NNG;압력/NNG,1,0,1
쇼고/NNG,0,2,4
우려/NNG;ecb/NNG;금리/NNG;인하/NNG,4,1,3
기대/NNG;자제/NNG,3,0,6
흡수/NNG;없/VA,0,0,2
貸借/NNG,3,0,2
유로존/NNG;마이너스성장/NNG,8,4,11
테크노크라트/NNG,5,1,2
모장/NNG,1,0,5
유로엔/NNG;밀리/VV,0,0,1
소매/NNG;판매/NNG;증가율/NNG;하락/NNG,0,0,1
팎/NNG,6,0,1
인상/NNG;우려/NNG;시장/NNG;금리/NNG;상승/NNG,0,0,1
바깥일/NNG,0,0,1
보따리장수/NNG,0,0,2
짐승돌/NNG,0,0,1
욱/VA,0,0,1
용접공/NNG,0,0,4
기속/NNG,3,3,1
디빅/NNG,0,0,5
경상/NNG;수지/NNG;안정/NNG,2,1,5
캐리/NNG;수요/NNG;확대/NNG,0,1,1
멋졌/VA,0,0,1
찾아다녀/VV,0,0,1
안쓰럽/VA,1,0,2
부러워합니다/VV,0,0,1
장표/NNG,0,1,1
다이아몬드클럽/NNG,1,0,1
예상/NNG;앞당기/VV;금리/NNG;인상/NNG,0,0,2
금리/NNG;인상/NNG;필요성/NNG;높/VA,6,3,6
금리/NNG;중단기물/NNG;하락/NNG,0,1,1
기운다는/VV,1,0,3
자라날/VV,0,1,1
단기/NNG;강세/NNG;부담/NNG,0,0,1
인상/NNG;충격/NNG;흡수/NNG,0,0,1
대해야/VV,2,1,1
만듦으로써/VV,2,1,5
웨브/NNG,0,1,1
성화대/NNG,3,0,2
채화/NNG,1,0,3
납축전지/NNG,0,0,3
급수관/NNG,7,0,4
녹물/NNG,2,0,4
시방서/NNG,1,0,2
통화정책/NNG;물가/NNG;성장/NNG,0,1,5
전망/NNG;힘입/VV;강세/NNG,4,0,3
강태/NNG,0,0,1
물가/NNG;상승/NNG;압력/NNG;점차/MAG;높/VA,2,4,7
