,hawkish,neutral,dovish
국제/NNG;금융/NNG;불안/NNG,0,0,2
하락/NNG;영향/NNG;증가/NNG,0,0,1
투자/NNG;증가/NNG;축소/NNG,1,0,1
건설/NNG;기성/NNG;감소/NNG,0,0,1
소득/NNG;수지/NNG;적자/NNG,1,0,1
금리/NNG;하락/NNG;과도/NNG,0,0,1
발행/NNG;금리/NNG;인상/NNG,0,0,1
금리/NNG;매력/NNG;저하/NNG,1,0,1
경기/NNG;강하/VA;상승/NNG,0,0,1
높/VA;물가/NNG;안정/NNG,1,0,1
통화/NNG;공급/NNG;늘/VV,1,1,1
해외부문/NNG;불확실성/NNG,0,0,1
인플레이션/NNG;위협/NNG,0,0,1
인플레이션/NNG;억제/NNG,2,0,1
자본비용/NNG;상승/NNG,0,0,1
출구전략/NNG;지연/NNG,0,0,1
서비스업/NNG;증가/NNG,3,0,2
외화예금/NNG;감소/NNG,2,0,1
수요/NNG;부정적/VAX,0,0,1
수요/NNG;충족/NNG,0,0,1
경제/NNG;위축/NNG,0,0,1
인상/NNG;충격/NNG,0,0,1
투자/NNG;주춤/NNG,0,0,1
내수/NNG;확장/NNG,0,0,1
경기/NNG;견실/NNG,0,0,1
견실/NNG;상승/NNG,0,0,1
회복/NNG;견고/NNG,0,0,1
투자/NNG;축소/NNG,1,0,1
부실/NNG;증가/NNG,0,0,1
덜/MAG;완화/NNG,0,0,1
무/NNG,0,0,1
자본비용/NNG,0,0,1
풍/NNG,0,0,1
자원부국/NNG,0,1,1
자원세/NNG,0,0,1
퇴실/NNG,0,0,1
기과/NNG,0,0,1
열/NNG,0,0,1
증거/NNG,0,0,1
궤도/NNG,1,0,1
중간선/NNG,0,0,1
거세/VA,0,0,2
자구계획/NNG,0,0,1
갖춰진/VV,0,0,1
내보낼/VV,0,0,1
난관/NNG,0,0,1
둡게/NNG,0,0,1
환시/NNG,0,0,1
운용사/NNG,0,0,1
농립/NNG,0,0,1
대로/NNG,1,0,1
천안/NNG,0,0,2
장시간/NNG,0,0,1
군다/VV,0,0,1
식업/NNG,0,0,1
탄탄/NNG,0,0,1
바로잡/VV,0,1,1
머지않/VA,0,0,1
머무름/VV,0,0,1
성장기여도/NNG,3,1,2
부부/NNG,1,0,1
장패/NNG,0,0,1
턴/NNG,0,0,1
돌아올/VV,0,0,1
삽입/NNG,0,0,2
삽/NNG,0,0,1
월은/NNG,0,0,2
연차/NNG,0,0,1
가전제품/NNG,3,0,2
유로화자산/NNG,0,0,1
안함/NNG,1,0,2
침몰/NNG,1,0,1
순경/NNG,5,0,3
주채무계열/NNG,0,0,1
거래처/NNG,1,0,1
모주/NNG,0,0,1
금유/NNG,0,0,1
기울임/VV,0,0,1
경기/NNG;회복/NNG;기업/NNG;실적/NNG;개선/NNG,0,1,0
장단기/NNG;시장/NNG;금리/NNG;하락/NNG,1,1,2
상환/NNG;부담/NNG;소비/NNG;위축/NNG,0,1,0
경기/NNG;회복/NNG;점차/MAG;개선/NNG,0,1,0
대외/NNG;여건/NNG;불확실성/NNG;높/VA,0,1,0
세계/NNG;경제/NNG;회복/NNG;강화/NNG,0,1,0
자산/NNG;가격/NNG;상승/NNG;우려/NNG,0,1,0
수요/NNG;압력/NNG;물가/NNG;상승/NNG,0,1,0
장래/NNG;물가/NNG;상승/NNG;압력/NNG,1,1,0
경기/NNG;회복/NNG;수요/NNG;압력/NNG,0,1,0
소매/NNG;판매/NNG;증가/NNG;확대/NNG,0,1,1
경제/NNG;지표/NNG;개선/NNG;상승/NNG,0,1,0
금리/NNG;cd/NNG;금리/NNG;급락/NNG,0,1,0
부진/NNG;시장/NNG;금리/NNG;하락/NNG,0,1,0
회복/NNG;부정적/VAX;영향/NNG;줄/VV,0,1,0
우려/NNG;높/VA;금리/NNG;인상/NNG,0,1,0
금융시장/NNG;불확실성/NNG;증폭/NNG,0,1,0
재정위기/NNG;대외/NNG;불확실성/NNG,0,1,0
금융시장/NNG;불확실성/NNG;해소/NNG,1,1,0
완화/NNG;통화정책/NNG;부작용/NNG,0,1,0
제조업/NNG;서비스업/NNG;증가/NNG,0,2,0
경제/NNG;성장률/NNG;마이너스/NNG,0,1,1
글로벌/NNG;금융위기/NNG;해소/NNG,0,1,0
지방/NNG;주택가격/NNG;상승/NNG,0,1,0
하락/NNG;재정위기/NNG;우려/NNG,0,1,0
재정위기/NNG;우려/NNG;확산/NNG,0,1,0
연체율/NNG;상승/NNG;우려/NNG,1,1,0
경제/NNG;회복/NNG;부정적/VAX,1,1,0
당분간/MAG;경기/NNG;상승/NNG,0,1,0
재정/NNG;건전성/NNG;강화/NNG,0,1,0
물가/NNG;당분간/MAG;안정/NNG,1,1,0
회사채/NNG;금리/NNG;하락/NNG,1,1,0
둔화/NNG;물가/NNG;하락/NNG,0,1,0
원화/NNG;과도/NNG;절상/NNG,0,1,0
건설/NNG;투자/NNG;증가/NNG,2,1,1
재정/NNG;문제/NNG;우려/NNG,0,1,0
가격/NNG;물가/NNG;안정/NNG,0,1,0
내수/NNG;수출/NNG;회복/NNG,1,1,0
물가/NNG;전망/NNG;상승/NNG,0,1,0
전망/NNG;상승/NNG;압력/NNG,0,1,0
우려/NNG;금리/NNG;인상/NNG,4,1,0
물가/NNG;상승/NNG;가속/NNG,0,1,0
잠재/NNG;경기/NNG;회복/NNG,0,1,0
부진/NNG;수출/NNG;호조/NNG,1,1,0
재정/NNG;적자/NNG;증가/NNG,0,1,0
악화/NNG;우려/NNG;상승/NNG,0,1,0
cd/NNG;발행/NNG;감소/NNG,0,1,0
인상/NNG;영향/NNG;하락/NNG,0,1,0
은행/NNG;금리/NNG;인하/NNG,1,1,1
민간/NNG;신용/NNG;확대/NNG,1,1,0
금리/NNG;이례적/VAX;낮/VA,1,1,0
높/VA;경제/NNG;회복/NNG,1,1,0
대출/NNG;금리/NNG;낮/VA,1,1,0
디플레이션/NNG;악순환/NNG,0,1,0
외환보유액/NNG;증대/NNG,0,1,0
외환시장/NNG;긍정적/VAX,0,1,0
재정위기/NNG;성장/NNG,0,1,0
재정위기/NNG;악화/NNG,0,1,0
불안/NNG;부작용/NNG,1,1,0
고유동성/NNG;떨어/VV,0,1,0
플러스/NNG;성장/NNG,3,1,2
금리/NNG;부정적/VAX,0,1,0
부채/NNG;축소/NNG,0,1,0
소득/NNG;감소/NNG,3,1,2
흑자/NNG;아니/VCN,0,1,0
절상/NNG;방어/NNG,0,1,0
경기/NNG;저점/NNG,0,1,3
저점/NNG;고점/NNG,0,1,0
금리/NNG;충격/NNG,0,1,0
경제/NNG;견실/NNG,0,1,0
하락/NNG;조짐/NNG,0,1,0
견실/NNG;회복/NNG,0,1,0
개선/NNG;회복/NNG,3,1,0
우려/NNG;하락/NNG,0,1,1
신용/NNG;상향/NNG,0,1,0
상향/NNG;하락/NNG,0,1,0
상향/NNG;상승/NNG,0,1,0
위험/NNG;빠지/VV,0,1,0
위기/NNG;쉽/VA,0,1,0
기대/NNG;늘/VV,0,1,0
봐/VV,0,1,0
위험분산/NNG,0,1,0
자산운용업/NNG,0,1,0
져/VV,0,1,0
유무/NNG,0,1,0
터파/NNG,0,1,0
선도금리/NNG,0,2,0
리커버리/NNG,0,1,0
맵/NNG,0,1,0
걸린/VV,0,1,0
재가동/NNG,3,1,0
세도/NNG,2,1,0
짐작/NNG,0,1,0
응/NNG,1,1,3
배럴/NNG,1,1,0
장래/NNG,5,1,0
들여야/VV,0,1,0
기름/NNG,0,1,0
봄철/NNG,0,1,0
기한/NNG,0,2,0
제소/NNG,0,2,0
수사/NNG,0,2,0
소식/NNG,0,2,4
화산재/NNG,0,1,0
결항/NNG,0,1,0
안정책/NNG,0,1,1
구두/NNG,0,1,0
위의/NNG,0,1,0
창구/NNG,0,1,1
골드/NNG,0,1,0
만삭/NNG,0,1,0
전하/NNG,0,1,0
수익증권/NNG,3,1,2
아서/VV,0,1,0
보금자리주택/NNG,2,2,0
공급계획/NNG,2,2,0
미증/NNG,3,1,0
경기/NNG;회복/NNG;소비/NNG;심리/NNG;개선/NNG,1,0,0
금리/NNG;상승/NNG;경제/NNG;지표/NNG;개선/NNG,1,0,0
우려/NNG;완화/NNG;경제/NNG;지표/NNG;개선/NNG,2,0,0
주택담보대출/NNG;가계/NNG;대출/NNG;증가/NNG,1,0,0
통화정책/NNG;당분간/MAG;금융/NNG;완화/NNG,9,1,3
성장/NNG;경로/NNG;불확실성/NNG;해소/NNG,1,1,0
외국인/NNG;채권/NNG;매수/NNG;증가/NNG,1,0,0
물가/NNG;부동산/NNG;가격/NNG;안정/NNG,2,0,2
선진국/NNG;경제/NNG;지표/NNG;개선/NNG,1,0,0
경기/NNG;회복/NNG;주가/NNG;상승/NNG,1,0,0
금리/NNG;상승/NNG;금리/NNG;상승/NNG,1,0,0
가격/NNG;상승/NNG;수요/NNG;압력/NNG,1,0,0
경기/NNG;회복/NNG;기대/NNG;확산/NNG,3,1,1
해외/NNG;직접/MAG;투자/NNG;증가/NNG,1,0,0
경제/NNG;세계/NNG;경제/NNG;회복/NNG,1,0,0
소비/NNG;투자/NNG;내수/NNG;개선/NNG,2,0,0
미/NNG;장기/NNG;금리/NNG;상승/NNG,1,0,0
중소기업/NNG;대출태도/NNG;완화/NNG,1,0,0
인플레이션/NNG;상승/NNG;둔화/NNG,4,0,0
유로존/NNG;재정위기/NNG;우려/NNG,3,0,0
채권시장/NNG;위험/NNG;선호/NNG,1,0,0
서비스업/NNG;경기/NNG;회복/NNG,1,0,0
긍정적/VAX;효과/NNG;부작용/NNG,1,0,0
대외/NNG;여건/NNG;불확실/NNG,1,0,1
원달러/NNG;하향/NNG;안정/NNG,3,0,1
원자재/NNG;수요/NNG;증가/NNG,1,0,0
글로벌/NNG;경제/NNG;개선/NNG,1,0,0
크레딧/NNG;매수/NNG;확대/NNG,1,0,0
은행채/NNG;금리/NNG;급락/NNG,3,0,0
통화/NNG;지표/NNG;증가/NNG,2,0,0
부채/NNG;듀레이션/NNG;길/VA,1,0,0
물가/NNG;상승률/NNG;오르/VV,1,0,0
경제/NNG;정상/NNG;성장/NNG,1,0,0
경제/NNG;점차/MAG;개선/NNG,1,0,0
세계/NNG;교역/NNG;증가/NNG,1,0,0
부진/NNG;상승/NNG;제한/NNG,2,0,0
경제/NNG;회복/NNG;견조/NNG,1,0,0
투자/NNG;내수/NNG;성장/NNG,1,0,0
민간/NNG;경제/NNG;성장/NNG,1,0,0
경제/NNG;성장/NNG;견인/NNG,1,0,1
회복/NNG;속도/NNG;둔화/NNG,1,0,0
가격/NNG;오름/NNG;제한/NNG,1,0,0
수지/NNG;적자/NNG;축소/NNG,1,0,1
공급/NNG;금리/NNG;인상/NNG,1,0,0
국채/NNG;발행/NNG;부담/NNG,1,0,1
금리/NNG;경기/NNG;회복/NNG,2,1,1
자금/NNG;수요/NNG;저조/NNG,3,0,0
자금/NNG;조달/NNG;축소/NNG,1,0,0
수신/NNG;증가/NNG;둔화/NNG,1,0,0
불확실성/NNG;작/VA;않/VX,2,1,1
부도/NNG;위험/NNG;높/VA,2,0,0
수지/NNG;흑자/NNG;늘/VV,1,0,0
유동성/NNG;늘/VV;않/VX,1,0,0
신용스프레드/NNG;하락/NNG,2,0,0
회사채/NNG;신용위험/NNG,1,0,2
완화정책/NNG;종료/NNG,1,0,0
투자심리/NNG;안정/NNG,2,0,0
금융시장/NNG;나쁘/VA,1,0,0
부동산/NNG;부진/NNG,3,0,0
부동산/NNG;회복/NNG,1,0,1
위험/NNG;경계/NNG,1,0,0
상환능력/NNG;높/VA,1,0,0
요금/NNG;인상/NNG,1,0,1
작/VA;불확실성/NNG,1,0,1
부진/NNG;위축/NNG,1,0,0
고용/NNG;약화/NNG,1,0,0
통화정책/NNG;길/VA,1,0,0
고용/NNG;확대/NNG,1,0,1
호조/NNG;증가/NNG,5,0,2
소폭/MAG;흑자/NNG,1,0,1
부채/NNG;늘/VV,1,0,0
한하/VV,1,0,0
계심/NNG,1,0,0
풍/MAG,1,0,1
괄한/VA,1,0,0
고시/NNG,1,0,0
문제삼/VV,1,0,0
떤/VV,1,0,0
자기자본/NNG,3,0,0
속한/NNG,1,0,0
저금리정책/NNG,2,0,0
대에/NNG,1,0,0
깨/VV,1,0,0
격한/VV,1,0,0
성관/NNG,1,0,0
질/XSV,2,0,0
귀/NNG,1,0,0
시정책/NNG,1,0,0
대내적으로/MAG,1,0,0
열띤/VA,1,0,0
수많/VA,1,0,0
적임/NNG,1,0,0
주제/NNG,1,0,0
중기재정계획/NNG,1,0,0
유지방/NNG,1,0,0
공동지/NNG,1,0,0
銀/NNG,2,0,0
그리스지원안/NNG,1,0,0
지도비율/NNG,1,0,0
하하/MAG,1,0,0
개인자금/NNG,6,2,2
소비자/NNG;물가/NNG;농산물/NNG;가격/NNG;상승/NNG,1,0,0
유로존/NNG;재정위기/NNG;확산/NNG;우려/NNG,1,0,0
개선/NNG;fed/NNG;금리/NNG;인상/NNG,1,0,0
하락/NNG;부동산/NNG;가격/NNG;상승/NNG,1,0,0
금리/NNG;인상/NNG;가능성/NNG;약화/NNG,2,0,0
세계/NNG;경제/NNG;전망/NNG;상향/NNG,1,0,0
하락/NNG;경기/NNG;회복/NNG;둔화/NNG,1,0,0
채권/NNG;수급/NNG;여건/NNG;개선/NNG,1,0,0
금리/NNG;하락/NNG;경기/NNG;회복/NNG,1,0,0
요금/NNG;인상/NNG;물가/NNG;상승/NNG,1,0,0
인상/NNG;물가/NNG;상승/NNG;압력/NNG,1,0,0
경기/NNG;회복/NNG;예상/NNG;지연/NNG,1,0,0
설비/NNG;투자/NNG;조정/NNG;압력/NNG,1,0,0
기대/NNG;약화/NNG;경기/NNG;회복/NNG,1,0,0
금융시장/NNG;불안/NNG;일시적/VAX,1,0,0
이중침체/NNG;가능성/NNG;배제/NNG,1,0,0
근원/NNG;인플레이션/NNG;상승/NNG,3,0,1
fed/NNG;재할인율/NNG;인상/NNG,1,0,0
아직/MAG;저금리/NNG;부작용/NNG,1,0,0
저금리/NNG;부작용/NNG;우려/NNG,1,0,0
주택가격/NNG;완만/NNG;상승/NNG,1,0,0
경제주체/NNG;위험/NNG;선호/NNG,2,0,0
물가/NNG;금융시장/NNG;안정/NNG,1,0,0
중소기업/NNG;대출/NNG;부실/NNG,3,0,0
안전자산/NNG;수요/NNG;감소/NNG,1,0,1
재정/NNG;문제/NNG;불확실성/NNG,1,0,0
외화/NNG;유동성/NNG;축소/NNG,1,0,0
성장/NNG;상하방/NNG;위험/NNG,1,0,0
모기지/NNG;시장/NNG;불안/NNG,2,0,0
대출/NNG;연체율/NNG;증가/NNG,1,0,0
물가/NNG;상승률/NNG;상회/NNG,1,0,0
선진국/NNG;경기/NNG;개선/NNG,1,0,0
경기/NNG;전망/NNG;불확실/NNG,1,0,0
기대/NNG;지정학/NNG;위험/NNG,1,0,0
글로벌/NNG;경제/NNG;회복/NNG,2,0,1
제한적/VAX;가능성/NNG;높/VA,1,0,0
경제/NNG;여건/NNG;양호/NNG,1,0,0
주택/NNG;수요/NNG;위축/NNG,1,0,0
성장/NNG;상방/NNG;위험/NNG,1,0,0
gdp/NNG;갭/NNG;해소/NNG,1,0,0
투자/NNG;고용/NNG;부진/NNG,1,0,0
소비/NNG;회복/NNG;제약/NNG,5,0,2
경기/NNG;회복/NNG;견고/NNG,1,0,0
민간/NNG;고용/NNG;개선/NNG,1,0,0
민간/NNG;고용/NNG;부진/NNG,2,0,0
부채/NNG;문제/NNG;성장/NNG,1,0,0
생산/NNG;증가/NNG;확대/NNG,1,0,1
수요/NNG;감소/NNG;상승/NNG,1,0,1
회복/NNG;약화/NNG;우려/NNG,1,0,0
기대/NNG;약화/NNG;하락/NNG,1,0,0
인하/NNG;영향/NNG;하락/NNG,1,0,0
자금/NNG;유입/NNG;상승/NNG,2,0,1
부채/NNG;구조/NNG;개선/NNG,1,1,0
완만/NNG;상승/NNG;그치/VV,1,0,0
기대/NNG;높/VA;우려/NNG,1,0,0
부채/NNG;많이/MAG;늘/VV,1,0,0
장단기스프레드/NNG;하락/NNG,1,0,0
부채/NNG;부담/NNG;높/VA,3,0,0
금융시장/NNG;신용위험/NNG,3,0,1
통화정책/NNG;금융안정/NNG,1,0,0
구조조정/NNG;신용위험/NNG,1,0,0
아직/MAG;신용위험/NNG,3,0,0
신용위험/NNG;우려/NNG,4,1,2
금융위기/NNG;충격/NNG,2,0,0
불안요인/NNG;완화/NNG,1,0,0
불안/NNG;제한적/VAX,1,0,0
부작용/NNG;심각/NNG,1,0,0
구조적/VAX;불안/NNG,1,0,0
경제/NNG;고성장/NNG,1,0,0
원달러/NNG;안정/NNG,1,0,0
외화/NNG;확보/NNG,1,0,0
유출/NNG;완화/NNG,1,0,0
신장/NNG;확대/NNG,2,0,0
정책/NNG;확대/NNG,1,0,0
하향/NNG;우려/NNG,1,0,0
대출/NNG;제약/NNG,1,0,0
지표/NNG;둔화/NNG,2,0,0
회복/NNG;증가/NNG,1,0,0
수요/NNG;회복/NNG,3,0,0
임금/NNG;감소/NNG,2,0,1
수지/NNG;적자/NNG,1,0,1
약화/NNG;상승/NNG,1,0,2
인상/NNG;약세/NNG,1,0,0
적자/NNG;감소/NNG,1,0,2
cd/NNG;하락/NNG,1,0,0
급락/NNG;벗어나/VV,1,0,0
대출/NNG;종료/NNG,1,0,0
지출/NNG;급증/NNG,1,0,0
통화/NNG;감소/NNG,1,0,1
낮/VA;부실/NNG,1,0,0
소비/NNG;줄/VV,1,0,0
우려/NNG;낮/VV,1,0,0
실적/NNG;작/VA,1,0,0
연불수출/NNG,4,1,1
무분별/NNG,2,0,0
련지/NNG,1,0,0
부이/VV,1,0,0
넓히/VV,1,0,0
포커스/NNG,1,0,0
레버리지효과/NNG,1,0,1
비차/NNG,1,0,0
이동성/NNG,1,0,0
흘/NNG,1,0,0
익숙/NNG,1,0,0
시야/NNG,1,0,0
채무구조조정/NNG,1,0,0
대량/NNG,1,0,1
취득/NNG,1,0,1
노후차/NNG,3,0,0
공제/NNG,1,0,0
금융자금/NNG,1,0,2
탐지/NNG,1,0,0
선의/NNG,1,0,0
상층/NNG,1,0,0
모순/NNG,1,0,0
정부대출금/NNG,1,0,0
라/NNG,2,0,2
환기/NNG,1,0,0
폭설/NNG,5,0,0
집행계획/NNG,1,0,0
원당/NNG,1,0,0
재할인율/NNG,2,0,0
서비스거래/NNG,3,1,6
연불/NNG,1,0,0
수출선수금/NNG,2,0,2
대율/NNG,1,0,0
수신자금/NNG,1,0,0
선발/NNG,1,0,0
택구/NNG,1,0,0
설연/NNG,1,0,0
cd/NNG;금리/NNG;은행채/NNG;금리/NNG;상승/NNG,2,0,0
장단기스프레드/NNG;확대/NNG;경기/NNG;회복/NNG,1,0,0
유로존/NNG;국가/NNG;재정위기/NNG;우려/NNG,1,0,0
둔화/NNG;우려/NNG;안전자산/NNG;선호/NNG,1,0,0
선진국/NNG;경제/NNG;회복/NNG;지연/NNG,3,0,0
세계/NNG;경제/NNG;전망/NNG;불확실/NNG,1,0,0
소비자/NNG;물가/NNG;오름/NNG;확대/NNG,4,1,1
부동산/NNG;가격/NNG;오름/NNG;제한/NNG,1,0,2
세계/NNG;경제/NNG;전망/NNG;하향/NNG,1,0,0
원유/NNG;재고/NNG;증가/NNG;하락/NNG,3,0,1
우려/NNG;금리/NNG;하락/NNG;압력/NNG,1,0,0
가격/NNG;상승/NNG;기대/NNG;높/VA,2,0,0
경기/NNG;침체/NNG;이어지/VV;않/VX,1,0,0
서비스업/NNG;생산/NNG;증가/NNG,3,2,4
주택가격/NNG;상승/NNG;압력/NNG,2,0,0
안전자산/NNG;선호/NNG;증가/NNG,1,0,0
재정/NNG;건전성/NNG;저하/NNG,1,0,0
당분간/MAG;하향/NNG;안정/NNG,1,0,0
유동성/NNG;조절/NNG;강화/NNG,1,0,0
단기/NNG;외채/NNG;증가/NNG,1,1,1
수출/NNG;실적/NNG;호조/NNG,1,0,0
실물/NNG;경기/NNG;호전/NNG,1,0,0
경기/NNG;견조/NNG;회복/NNG,1,0,0
불확실성/NNG;크/VV;우려/NNG,1,0,0
회복/NNG;아직/MAG;견고/NNG,1,0,0
수출/NNG;투자/NNG;개선/NNG,1,0,0
대출/NNG;확대/NNG;우려/NNG,1,0,0
세계/NNG;경제/NNG;호전/NNG,1,0,0
소비/NNG;투자/NNG;개선/NNG,1,0,0
체감/NNG;경기/NNG;개선/NNG,2,0,0
전세가격/NNG;비율/NNG;높/VA,1,0,0
높/VA;주택가격/NNG;상승/NNG,1,0,0
하락/NNG;영향/NNG;상승/NNG,2,0,0
투자/NNG;한도/NNG;확대/NNG,1,0,0
자금/NNG;유입/NNG;둔화/NNG,1,1,1
자금/NNG;증시/NNG;이탈/NNG,3,0,1
부실/NNG;가능성/NNG;높/VA,1,0,0
예기/NNG;못하/VX;충격/NNG,2,0,0
회복/NNG;힘입/VV;증가/NNG,1,0,0
재정/NNG;건전성/NNG;높/VV,1,0,0
회복/NNG;지장/NNG;줄/VV,1,0,0
가격/NNG;오르/VV;그치/VV,1,0,0
수지/NNG;흑자/NNG;줄/VV,2,0,0
자금시장/NNG;불안/NNG,1,0,0
자산시장/NNG;불안/NNG,1,0,1
신용위험/NNG;확산/NNG,1,0,0
불확실성/NNG;개선/NNG,1,0,0
불확실성/NNG;점증/NNG,2,0,0
재정정책/NNG;긴축/NNG,1,0,0
마이너스/NNG;추세/NNG,1,0,0
개선/NNG;제한적/VAX,1,0,0
종료/NNG;효과/NNG,1,0,0
재고/NNG;부담/NNG,1,0,0
수출/NNG;양호/NNG,1,0,0
재정/NNG;위험/NNG,1,0,0
수요/NNG;침체/NNG,1,0,0
직접/NNG;부담/NNG,1,0,0
우려/NNG;불안/NNG,1,0,1
하락/NNG;부실/NNG,1,0,0
개선/NNG;강화/NNG,1,0,0
소비/NNG;확장/NNG,1,0,0
저조/NNG;하락/NNG,1,0,0
어렵/VA;우려/NNG,1,0,1
더디/VA;우려/NNG,1,0,0
지출/NNG;줄/VV,1,0,0
회복/NNG;낮/VA,1,0,0
불안/NNG;높/VA,1,0,1
부실/NNG;크/VV,1,0,0
높/VA;취약/NNG,2,0,1
로부/NNG,1,1,0
자유변동환율제/NNG,1,0,0
계경/NNG,2,0,2
지장/NNG,2,0,0
가용성/NNG,2,0,3
기업체/NNG,1,0,0
변하/NNG,1,0,0
개인파산/NNG,1,0,0
이럴/VV,1,0,0
몰아넣/VV,1,0,0
흐리/VV,1,0,0
돌출/NNG,1,0,0
수출금액/NNG,1,0,0
축/MAG,1,0,0
금배/NNG,1,0,0
u자형/NNG,1,0,0
자형/NNG,2,0,0
중간형/NNG,1,0,0
갈고리/NNG,1,0,0
추진력/NNG,1,0,0
자생/NNG,1,0,0
추출/NNG,1,0,0
세적/NNG,1,0,0
신용증권/NNG,1,0,0
영/MAG,1,0,0
원동력/NNG,2,0,0
우호적/VAX,1,2,0
유통수익률/NNG,15,2,14
근로/NNG,3,0,0
접수/NNG,1,0,0
응모자/NNG,1,0,0
비경/NNG,1,0,0
경제활동인구/NNG,2,0,0
실업자/NNG,2,0,0
노인/NNG,1,0,0
최대한/MAG,1,0,1
앞당겨서/VV,1,0,0
종래/NNG,1,0,0
취업애로계층/NNG,1,0,0
비경제활동인구/NNG,1,0,0
국가고용전략회의/NNG,1,0,0
연근/NNG,1,0,0
무제/NNG,1,0,0
고교/NNG,1,0,0
인문/NNG,1,0,0
졸업/NNG,1,0,0
미취/NNG,1,0,0
월대/NNG,3,0,0
신종플루/NNG,3,0,0
기한부/NNG,2,0,1
개혁안/NNG,1,0,0
평년/NNG,2,0,0
건설기업/NNG,1,0,0
청약증거금/NNG,1,0,0
행차/NNG,1,0,0
자산/NNG;가격/NNG;상승/NNG;인플레이션/NNG;압력/NNG,1,0,1
경제/NNG;지표/NNG;기업/NNG;실적/NNG;개선/NNG,1,0,0
소비자/NNG;물가/NNG;상승률/NNG;하회/NNG,1,0,0
유가/NNG;상승/NNG;공공요금/NNG;인상/NNG,1,0,0
우려/NNG;성장/NNG;경로/NNG;불확실성/NNG,1,0,0
금리/NNG;인상/NNG;유동성/NNG;흡수/NNG,2,0,0
글로벌/NNG;경제/NNG;여건/NNG;개선/NNG,3,0,0
부동산/NNG;가격/NNG;상승/NNG;둔화/NNG,1,1,0
gdp/NNG;갭/NNG;물가/NNG;상승/NNG,1,0,0
완화/NNG;물가/NNG;상승/NNG;압력/NNG,1,0,0
불안/NNG;실물/NNG;경제/NNG;위축/NNG,1,0,0
경기/NNG;세계/NNG;경제/NNG;호전/NNG,3,1,1
경기/NNG;회복/NNG;지연/NNG;우려/NNG,1,0,0
국채/NNG;금리/NNG;급등/NNG;상승/NNG,1,0,0
낮/VA;유지/NNG;금리/NNG;인상/NNG,1,0,0
주택담보대출/NNG;규제/NNG;강화/NNG,2,0,1
외환시장/NNG;모니터링/NNG;강화/NNG,1,0,0
유로존/NNG;신용위험/NNG;우려/NNG,1,0,0
통화정책/NNG;파급시차/NNG;길/VA,1,0,0
가계/NNG;부채/NNG;금융안정/NNG,1,0,0
금융시장/NNG;경기/NNG;회복/NNG,3,0,1
소비자/NNG;물가/NNG;일시적/VAX,1,0,0
유가/NNG;환율/NNG;불확실성/NNG,1,0,0
금융위기/NNG;경기/NNG;침체/NNG,1,0,0
유가/NNG;상승/NNG;불확실성/NNG,1,0,0
신용위험/NNG;우려/NNG;완화/NNG,2,1,2
원달러/NNG;상승/NNG;압력/NNG,1,0,0
성장/NNG;잠재력/NNG;강화/NNG,1,0,0
소폭/MAG;플러스/NNG;성장/NNG,1,0,0
제조업/NNG;생산/NNG;호조/NNG,1,0,0
경제/NNG;내외/NNG;성장/NNG,1,0,0
금리/NNG;변동/NNG;확대/NNG,1,0,0
부진/NNG;수요/NNG;압력/NNG,1,0,0
개선/NNG;경제/NNG;회복/NNG,1,0,0
우려/NNG;소폭/MAG;상승/NNG,1,0,0
정책/NNG;효과/NNG;약화/NNG,1,0,0
경제/NNG;견조/NNG;회복/NNG,1,0,0
양호/NNG;경기/NNG;회복/NNG,1,0,0
세계/NNG;경기/NNG;침체/NNG,1,0,4
판매/NNG;호조/NNG;증가/NNG,3,0,0
전망/NNG;소폭/MAG;상승/NNG,1,0,0
금리/NNG;상승/NNG;견인/NNG,1,0,0
금리/NNG;우대/NNG;확대/NNG,1,0,0
채권/NNG;발행/NNG;증가/NNG,1,0,0
금리/NNG;인상/NNG;증가/NNG,1,0,1
잠재/NNG;성장률/NNG;낮/VV,1,0,0
상승률/NNG;점차/MAG;낮/VA,1,0,2
cd/NNG;발행/NNG;줄/VV,1,0,0
수요/NNG;점차/MAG;늘/VV,1,0,0
신용/NNG;대출/NNG;줄/VV,1,0,0
대출/NNG;줄/VV;증가/NNG,1,0,0
주택담보대출/NNG;급증/NNG,1,0,0
출구전략/NNG;불확실성/NNG,2,0,0
인플레이션/NNG;축소/NNG,1,0,0
펀더멘털/NNG;양호/NNG,1,0,0
구조조정/NNG;확산/NNG,1,0,0
물가/NNG;불확실성/NNG,1,0,0
부실자산/NNG;확대/NNG,3,1,2
기저효과/NNG;완화/NNG,1,0,0
주택시장/NNG;안정/NNG,2,0,1
성장기반/NNG;확충/NNG,2,0,0
구조개혁/NNG;성장/NNG,1,0,0
호조/NNG;기저효과/NNG,1,0,0
회사채/NNG;고금리/NNG,1,0,0
부작용/NNG;아니/VCN,1,0,0
금리/NNG;플러스/NNG,1,0,0
원달러/NNG;급락/NNG,1,0,0
상승률/NNG;둔화/NNG,1,0,1
전망/NNG;확산/NNG,1,0,0
경제/NNG;확장/NNG,1,0,0
자본/NNG;양호/NNG,1,0,0
회복/NNG;약화/NNG,1,0,1
경기/NNG;낙관/NNG,2,0,0
예상/NNG;증가/NNG,1,0,0
내수/NNG;촉진/NNG,1,0,0
